filename,category,x1,y1,x2,y2
00054602-3bf57337.jpg,car,1254.2396609999996,250.586088,1278.710959,273.099682
00054602-3bf57337.jpg,car,1213.127881,244.712976,1255.218513,279.951644
00054602-3bf57337.jpg,car,1164.185286,248.628383,1219.000993,295.613273
00054602-3bf57337.jpg,car,1110.348432,253.522643,1192.571992,306.380645
00054602-3bf57337.jpg,car,819.629416,259.395755,1036.934539,385.66765
00067cfb-e535423e.jpg,traffic sign,548.7505,93.969783,597.203668,160.04228600000005
00067cfb-e535423e.jpg,traffic sign,498.82905199999993,255.480346,557.560166,278.972792
00067cfb-e535423e.jpg,traffic sign,522.321498,278.972793,553.155334,305.401794
00067cfb-e535423e.jpg,traffic sign,514.980108,312.743185,553.155334,346.513574
00067cfb-e535423e.jpg,traffic sign,1248.03619,345.674556,1264.187247,354.4842220000001
00067cfb-e535423e.jpg,truck,0.839016,310.855412,410.488537,532.5653679999998
00067cfb-e535423e.jpg,bus,0.839016,315.260243,34.609406,437.127306
00067cfb-e535423e.jpg,person,199.056526,335.816133,316.518755,604.510982
00067cfb-e535423e.jpg,person,727.531679,390.56191,745.1510139999998,444.888191
00067cfb-e535423e.jpg,person,862.61324,384.688798,877.296017,433.141967
00067cfb-e535423e.jpg,person,884.637407,383.22052,896.383632,419.927465
00067cfb-e535423e.jpg,person,872.891186,384.688798,890.510521,434.610245
00067cfb-e535423e.jpg,person,852.3352960000002,389.093632,868.486352,434.61024800000007
00067cfb-e535423e.jpg,person,790.6676259999998,381.752242,817.096628,453.697858
00067cfb-e535423e.jpg,person,731.936512,397.903299,792.135904,543.262806
00067cfb-e535423e.jpg,person,883.1691310000001,384.688798,903.725022,455.166134
00067cfb-e535423e.jpg,car,1050.405971,381.752242,1066.557026,397.903299
00067cfb-e535423e.jpg,car,1053.342525,383.22052,1070.96186,399.371575
00067cfb-e535423e.jpg,car,1065.088748,384.688798,1084.176362,406.712964
00067cfb-e535423e.jpg,car,1075.366693,387.625354,1095.922583,414.054357
00067cfb-e535423e.jpg,car,1078.303249,390.56191,1107.668806,427.268855
00067cfb-e535423e.jpg,car,1001.952799,384.688798,1054.810802,408.181244
00067cfb-e535423e.jpg,car,999.016245,392.030188,1056.27908,419.927466
